flight_number,flight_date,flight_id,status,airline_code,airline_name,route,origin,destination,leg_status,leg_status_name,departure_airport_code,departure_airport_name,departure_city_code,departure_city_name,departure_country_code,departure_country_name,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city_code,arrival_city_name,arrival_country_code,arrival_country_name,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,scheduled_duration,completion_percentage,aircraft_type_code,aircraft_type_name,aircraft_owner
1418,2025-12-31,20251231+DL+1418,SCHEDULED,DL,DELTA AIR LINES INC.,MIA->JFK,MIA,JFK,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:45:00.000-05:00,2025-12-30T19:45:00.000-05:00,BTR,RYAN AIRPORT,BTR,BATON ROUGE,US,UNITED STATES,30.5317,-91.1506,2025-12-30T20:17:00.000-06:00,2025-12-30T20:17:00.000-06:00,2025-12-30T20:17:00.000-06:00,PT1H32M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1418,2025-12-31,20251231+DL+1418,SCHEDULED,DL,DELTA AIR LINES INC.,MIA->JFK,MIA,JFK,SCHEDULED,Scheduled,MIA,MIAMI INTERNATIONAL AIRPORT,MIA,MIAMI,US,UNITED STATES,25.7925,-80.2861,2025-12-31T12:55:00.000-05:00,2025-12-31T12:55:00.000-05:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T16:02:00.000-05:00,2025-12-31T16:02:00.000-05:00,2025-12-31T16:02:00.000-05:00,PT3H7M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
2810,2025-12-31,20251231+DL+2810,SCHEDULED,DL,DELTA AIR LINES INC.,LGA->ORD->LGA,LGA,LGA,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:45:00.000-05:00,2025-12-30T19:45:00.000-05:00,BDL,BRADLEY INTERNATIONAL AIRPORT,HFD,HARTFORD,US,UNITED STATES,41.9386,-72.6833,2025-12-30T21:57:00.000-05:00,2025-12-30T21:57:00.000-05:00,2025-12-30T21:57:00.000-05:00,PT2H12M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
2810,2025-12-31,20251231+DL+2810,SCHEDULED,DL,DELTA AIR LINES INC.,LGA->ORD->LGA,LGA,LGA,SCHEDULED,Scheduled,LGA,LA GUARDIA AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.7794,-73.8758,2025-12-31T12:00:00.000-05:00,2025-12-31T12:00:00.000-05:00,ORD,O HARE INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.9781,-87.9061,2025-12-31T13:49:00.000-06:00,2025-12-31T13:49:00.000-06:00,2025-12-31T13:49:00.000-06:00,PT2H49M,0,223,AIRBUS A220-300 PASSENGER,DELTA AIR LINES INC.
2810,2025-12-31,20251231+DL+2810,SCHEDULED,DL,DELTA AIR LINES INC.,LGA->ORD->LGA,LGA,LGA,SCHEDULED,Scheduled,ORD,O HARE INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.9781,-87.9061,2025-12-31T14:30:00.000-06:00,2025-12-31T14:30:00.000-06:00,LGA,LA GUARDIA AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.7794,-73.8758,2025-12-31T17:49:00.000-05:00,2025-12-31T17:49:00.000-05:00,2025-12-31T17:49:00.000-05:00,PT2H19M,0,223,AIRBUS A220-300 PASSENGER,DELTA AIR LINES INC.
5620,2025-12-31,20251231+DL+5620,SCHEDULED,DL,DELTA AIR LINES INC.,BNA->BOS,BNA,BOS,CANCELLED,Cancelled,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-30T19:45:00.000-05:00,2025-12-30T19:45:00.000-05:00,CVG,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,CVG,CINCINNATI,US,UNITED STATES,39.0478,-84.6686,2025-12-30T22:13:00.000-05:00,2025-12-30T22:13:00.000-05:00,2025-12-30T22:13:00.000-05:00,PT2H28M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
5620,2025-12-31,20251231+DL+5620,SCHEDULED,DL,DELTA AIR LINES INC.,BNA->BOS,BNA,BOS,SCHEDULED,Scheduled,BNA,NASHVILLE INTERNATIONAL AIRPORT,BNA,NASHVILLE,US,UNITED STATES,36.1267,-86.6819,2025-12-31T12:35:00.000-06:00,2025-12-31T12:35:00.000-06:00,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-31T16:12:00.000-05:00,2025-12-31T16:12:00.000-05:00,2025-12-31T16:12:00.000-05:00,PT2H37M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
1640,2025-12-31,20251231+DL+1640,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->DEN,DTW,DEN,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T12:40:00.000-05:00,2025-12-31T12:40:00.000-05:00,PNS,PENSACOLA INTERNATIONAL AIRPORT,PNS,PENSACOLA,US,UNITED STATES,30.4725,-87.1883,2025-12-31T12:49:00.000-06:00,2025-12-31T12:49:00.000-06:00,2025-12-31T12:49:00.000-06:00,PT1H9M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1640,2025-12-31,20251231+DL+1640,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->DEN,DTW,DEN,CANCELLED,Cancelled,PNS,PENSACOLA INTERNATIONAL AIRPORT,PNS,PENSACOLA,US,UNITED STATES,30.4725,-87.1883,2025-12-31T13:59:00.000-06:00,2025-12-31T13:59:00.000-06:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T16:16:00.000-05:00,2025-12-31T16:16:00.000-05:00,2025-12-31T16:16:00.000-05:00,PT1H17M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1640,2025-12-31,20251231+DL+1640,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->DEN,DTW,DEN,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:48:00.000-06:00,2025-12-30T18:48:00.000-06:00,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FLL,FORT LAUDERDALE,US,UNITED STATES,26.0742,-80.1517,2025-12-30T23:33:00.000-05:00,2025-12-30T23:33:00.000-05:00,2025-12-30T23:33:00.000-05:00,PT3H45M,0,321,AIRBUS A321,DELTA AIR LINES INC.
1640,2025-12-31,20251231+DL+1640,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->DEN,DTW,DEN,SCHEDULED,Scheduled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-30T20:25:00.000-05:00,2025-12-30T20:25:00.000-05:00,DEN,DENVER INTERNATIONAL AIRPORT,DEN,DENVER,US,UNITED STATES,39.8547,-104.7181,2025-12-30T21:40:00.000-07:00,2025-12-30T21:40:00.000-07:00,2025-12-30T21:40:00.000-07:00,PT3H15M,0,321,AIRBUS A321,DELTA AIR LINES INC.
315,2025-12-31,20251231+DL+0315,SCHEDULED,DL,DELTA AIR LINES INC.,JFK->SLC,JFK,SLC,CANCELLED,Cancelled,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-30T19:50:00.000-05:00,2025-12-30T19:50:00.000-05:00,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FLL,FORT LAUDERDALE,US,UNITED STATES,26.0742,-80.1517,2025-12-30T23:24:00.000-05:00,2025-12-30T23:24:00.000-05:00,2025-12-30T23:24:00.000-05:00,PT3H34M,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
315,2025-12-31,20251231+DL+0315,SCHEDULED,DL,DELTA AIR LINES INC.,JFK->SLC,JFK,SLC,SCHEDULED,Scheduled,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T17:45:00.000-05:00,2025-12-31T17:45:00.000-05:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-31T21:16:00.000-07:00,2025-12-31T21:16:00.000-07:00,2025-12-31T21:16:00.000-07:00,PT5H31M,0,32Q,AIRBUS A321NEO,DELTA AIR LINES INC.
681,2025-12-31,20251231+DL+0681,SCHEDULED,DL,DELTA AIR LINES INC.,MCO->MIA,MCO,MIA,CANCELLED,Cancelled,MIA,MIAMI INTERNATIONAL AIRPORT,MIA,MIAMI,US,UNITED STATES,25.7925,-80.2861,2025-12-30T19:50:00.000-05:00,2025-12-30T19:50:00.000-05:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORL,ORLANDO,US,UNITED STATES,28.4319,-81.3247,2025-12-30T21:10:00.000-05:00,2025-12-30T21:10:00.000-05:00,2025-12-30T21:10:00.000-05:00,PT1H20M,0,319,AIRBUS A319,DELTA AIR LINES INC.
681,2025-12-31,20251231+DL+0681,SCHEDULED,DL,DELTA AIR LINES INC.,MCO->MIA,MCO,MIA,SCHEDULED,Scheduled,MCO,ORLANDO INTERNATIONAL AIRPORT,ORL,ORLANDO,US,UNITED STATES,28.4319,-81.3247,2025-12-31T17:00:00.000-05:00,2025-12-31T17:00:00.000-05:00,MIA,MIAMI INTERNATIONAL AIRPORT,MIA,MIAMI,US,UNITED STATES,25.7925,-80.2861,2025-12-31T18:24:00.000-05:00,2025-12-31T18:24:00.000-05:00,2025-12-31T18:24:00.000-05:00,PT1H24M,0,319,AIRBUS A319,DELTA AIR LINES INC.
951,2025-12-31,20251231+DL+0951,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->JFK,LAX,JFK,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:50:00.000-06:00,2025-12-30T18:50:00.000-06:00,SAT,SAN ANTONIO INTERNATIONAL AIRPORT,SAT,SAN ANTONIO,US,UNITED STATES,29.5383,-98.4719,2025-12-30T22:05:00.000-06:00,2025-12-30T22:05:00.000-06:00,2025-12-30T22:05:00.000-06:00,PT3H15M,0,223,AIRBUS A220-300 PASSENGER,DELTA AIR LINES INC.
951,2025-12-31,20251231+DL+0951,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->JFK,LAX,JFK,SCHEDULED,Scheduled,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-31T11:05:00.000-08:00,2025-12-31T11:05:00.000-08:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T19:39:00.000-05:00,2025-12-31T19:39:00.000-05:00,2025-12-31T19:39:00.000-05:00,PT5H34M,0,76W,BOEING 767-300 WINGLETS PASSENGER,DELTA AIR LINES INC.
1520,2025-12-31,20251231+DL+1520,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->MEM,ATL,MEM,CANCELLED,Cancelled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T07:00:00.000-05:00,2025-12-31T07:00:00.000-05:00,ORD,O HARE INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.9781,-87.9061,2025-12-31T07:35:00.000-06:00,2025-12-31T07:35:00.000-06:00,2025-12-31T07:35:00.000-06:00,PT1H35M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1520,2025-12-31,20251231+DL+1520,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->MEM,ATL,MEM,CANCELLED,Cancelled,ORD,O HARE INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.9781,-87.9061,2025-12-31T08:55:00.000-06:00,2025-12-31T08:55:00.000-06:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T11:18:00.000-05:00,2025-12-31T11:18:00.000-05:00,2025-12-31T11:18:00.000-05:00,PT1H23M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1520,2025-12-31,20251231+DL+1520,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->MEM,ATL,MEM,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:50:00.000-05:00,2025-12-30T19:50:00.000-05:00,MEM,MEMPHIS INTERNATIONAL AIRPORT,MEM,MEMPHIS,US,UNITED STATES,35.0497,-89.9789,2025-12-30T20:12:00.000-06:00,2025-12-30T20:12:00.000-06:00,2025-12-30T20:12:00.000-06:00,PT1H22M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1712,2025-12-31,20251231+DL+1712,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->LIT,ATL,LIT,CANCELLED,Cancelled,VPS,FT. WALTON BEACH AIRPORT,VPS,DESTIN/FT WALTON BEACH,US,UNITED STATES,30.4894,-86.5272,2025-12-31T07:45:00.000-06:00,2025-12-31T07:45:00.000-06:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T10:06:00.000-05:00,2025-12-31T10:06:00.000-05:00,2025-12-31T10:06:00.000-05:00,PT1H21M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1712,2025-12-31,20251231+DL+1712,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->LIT,ATL,LIT,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:50:00.000-05:00,2025-12-30T19:50:00.000-05:00,LIT,LITTLE ROCK CLINTON NATIONAL AIRPORT,LIT,LITTLE ROCK,US,UNITED STATES,34.7292,-92.2344,2025-12-30T20:27:00.000-06:00,2025-12-30T20:27:00.000-06:00,2025-12-30T20:27:00.000-06:00,PT1H37M,0,717,BOEING 717-200,DELTA AIR LINES INC.
3096,2025-12-31,20251231+DL+3096,CANCELLED,DL,DELTA AIR LINES INC.,ATL->LEX->ATL,ATL,ATL,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T11:22:00.000-05:00,2025-12-31T11:22:00.000-05:00,LEX,BLUE GRASS AIRPORT,LEX,LEXINGTON,US,UNITED STATES,38.0397,-84.6022,2025-12-31T12:36:00.000-05:00,2025-12-31T12:36:00.000-05:00,2025-12-31T12:36:00.000-05:00,PT1H14M,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
3096,2025-12-31,20251231+DL+3096,CANCELLED,DL,DELTA AIR LINES INC.,ATL->LEX->ATL,ATL,ATL,CANCELLED,Cancelled,LEX,BLUE GRASS AIRPORT,LEX,LEXINGTON,US,UNITED STATES,38.0397,-84.6022,2025-12-31T13:30:00.000-05:00,2025-12-31T13:30:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T15:05:00.000-05:00,2025-12-31T15:05:00.000-05:00,2025-12-31T15:05:00.000-05:00,PT1H35M,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
3096,2025-12-31,20251231+DL+3096,CANCELLED,DL,DELTA AIR LINES INC.,ATL->LEX->ATL,ATL,ATL,CANCELLED,Cancelled,MDW,MIDWAY INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.785,-87.7519,2025-12-30T18:50:00.000-06:00,2025-12-30T18:50:00.000-06:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T21:40:00.000-05:00,2025-12-30T21:40:00.000-05:00,2025-12-30T21:40:00.000-05:00,PT1H50M,0,717,BOEING 717-200,DELTA AIR LINES INC.
3096,2025-12-31,20251231+DL+3096,CANCELLED,DL,DELTA AIR LINES INC.,ATL->LEX->ATL,ATL,ATL,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T17:05:00.000-05:00,2025-12-31T17:05:00.000-05:00,MDW,MIDWAY INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.785,-87.7519,2025-12-31T17:59:00.000-06:00,2025-12-31T17:59:00.000-06:00,2025-12-31T17:59:00.000-06:00,PT1H54M,0,717,BOEING 717-200,DELTA AIR LINES INC.
5605,2025-12-31,20251231+DL+5605,SCHEDULED,DL,DELTA AIR LINES INC.,BOS->MCI->BOS,BOS,BOS,CANCELLED,Cancelled,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-30T19:50:00.000-05:00,2025-12-30T19:50:00.000-05:00,BNA,NASHVILLE INTERNATIONAL AIRPORT,BNA,NASHVILLE,US,UNITED STATES,36.1267,-86.6819,2025-12-30T21:58:00.000-06:00,2025-12-30T21:58:00.000-06:00,2025-12-30T21:58:00.000-06:00,PT3H8M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
5605,2025-12-31,20251231+DL+5605,SCHEDULED,DL,DELTA AIR LINES INC.,BOS->MCI->BOS,BOS,BOS,SCHEDULED,Scheduled,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-31T16:10:00.000-05:00,2025-12-31T16:10:00.000-05:00,MCI,KANSAS CITY INTERNATIONAL AIRPORT,MKC,KANSAS CITY,US,UNITED STATES,39.2928,-94.7267,2025-12-31T18:58:00.000-06:00,2025-12-31T18:58:00.000-06:00,2025-12-31T18:58:00.000-06:00,PT3H48M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
5605,2025-12-31,20251231+DL+5605,SCHEDULED,DL,DELTA AIR LINES INC.,BOS->MCI->BOS,BOS,BOS,SCHEDULED,Scheduled,MCI,KANSAS CITY INTERNATIONAL AIRPORT,MKC,KANSAS CITY,US,UNITED STATES,39.2928,-94.7267,2025-12-31T19:40:00.000-06:00,2025-12-31T19:40:00.000-06:00,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-31T23:46:00.000-05:00,2025-12-31T23:46:00.000-05:00,2025-12-31T23:46:00.000-05:00,PT3H6M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
5214,2025-12-31,20251231+DL+5214,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->IND->MSP,MSP,MSP,CANCELLED,Cancelled,MSN,DANE COUNTY REGIONAL AIRPORT,MSN,MADISON,US,UNITED STATES,43.0833,-89.3667,2025-12-31T17:50:00.000-06:00,2025-12-31T17:50:00.000-06:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T20:12:00.000-05:00,2025-12-31T20:12:00.000-05:00,2025-12-31T20:12:00.000-05:00,PT1H22M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5214,2025-12-31,20251231+DL+5214,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->IND->MSP,MSP,MSP,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:52:00.000-05:00,2025-12-30T19:52:00.000-05:00,AEX,ALEXANDRIA INTERNATIONAL AIRPORT,AEX,ALEXANDRIA,US,UNITED STATES,31.3333,-92.55,2025-12-30T20:45:00.000-06:00,2025-12-30T20:45:00.000-06:00,2025-12-30T20:45:00.000-06:00,PT1H53M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5214,2025-12-31,20251231+DL+5214,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->IND->MSP,MSP,MSP,SCHEDULED,Scheduled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T13:18:00.000-06:00,2025-12-31T13:18:00.000-06:00,IND,INDIANAPOLIS INTERNATIONAL AIRPORT,IND,INDIANAPOLIS,US,UNITED STATES,39.7289,-86.2817,2025-12-31T16:01:00.000-05:00,2025-12-31T16:01:00.000-05:00,2025-12-31T16:01:00.000-05:00,PT1H43M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5214,2025-12-31,20251231+DL+5214,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->IND->MSP,MSP,MSP,SCHEDULED,Scheduled,IND,INDIANAPOLIS INTERNATIONAL AIRPORT,IND,INDIANAPOLIS,US,UNITED STATES,39.7289,-86.2817,2025-12-31T16:35:00.000-05:00,2025-12-31T16:35:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T17:27:00.000-06:00,2025-12-31T17:27:00.000-06:00,2025-12-31T17:27:00.000-06:00,PT1H52M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
1515,2025-12-31,20251231+DL+1515,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->GSO->ATL,ATL,ATL,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:54:00.000-07:00,2025-12-30T17:54:00.000-07:00,BOI,BOISE AIR TERMINAL (GOWEN FIELD),BOI,BOISE,US,UNITED STATES,43.5653,-116.225,2025-12-30T19:06:00.000-07:00,2025-12-30T19:06:00.000-07:00,2025-12-30T19:06:00.000-07:00,PT1H12M,0,223,AIRBUS A220-300 PASSENGER,DELTA AIR LINES INC.
1515,2025-12-31,20251231+DL+1515,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->GSO->ATL,ATL,ATL,CANCELLED,Cancelled,BOI,BOISE AIR TERMINAL (GOWEN FIELD),BOI,BOISE,US,UNITED STATES,43.5653,-116.225,2025-12-30T19:59:00.000-07:00,2025-12-30T19:59:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T21:14:00.000-07:00,2025-12-30T21:14:00.000-07:00,2025-12-30T21:14:00.000-07:00,PT1H15M,0,223,AIRBUS A220-300 PASSENGER,DELTA AIR LINES INC.
1515,2025-12-31,20251231+DL+1515,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->GSO->ATL,ATL,ATL,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T08:10:00.000-05:00,2025-12-31T08:10:00.000-05:00,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GSO,GREENSBORO/HIGH POINT,US,UNITED STATES,36.0919,-79.9428,2025-12-31T09:26:00.000-05:00,2025-12-31T09:26:00.000-05:00,2025-12-31T09:26:00.000-05:00,PT1H16M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1515,2025-12-31,20251231+DL+1515,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->GSO->ATL,ATL,ATL,SCHEDULED,Scheduled,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GSO,GREENSBORO/HIGH POINT,US,UNITED STATES,36.0919,-79.9428,2025-12-31T10:15:00.000-05:00,2025-12-31T10:15:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T11:39:00.000-05:00,2025-12-31T11:39:00.000-05:00,2025-12-31T11:39:00.000-05:00,PT1H24M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1732,2025-12-31,20251231+DL+1732,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->DAB,ATL,DAB,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T17:47:00.000-05:00,2025-12-31T17:47:00.000-05:00,GSP,GREENVILLE-SPARTANBURG INTERNATIONAL AIRPORT,GSP,GREENVILLE/SPARTANBURG,US,UNITED STATES,34.905,-82.21,2025-12-31T18:47:00.000-05:00,2025-12-31T18:47:00.000-05:00,2025-12-31T18:47:00.000-05:00,PT1H,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1732,2025-12-31,20251231+DL+1732,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->DAB,ATL,DAB,CANCELLED,Cancelled,SAT,SAN ANTONIO INTERNATIONAL AIRPORT,SAT,SAN ANTONIO,US,UNITED STATES,29.5383,-98.4719,2025-12-31T14:00:00.000-06:00,2025-12-31T14:00:00.000-06:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T16:52:00.000-06:00,2025-12-31T16:52:00.000-06:00,2025-12-31T16:52:00.000-06:00,PT2H52M,0,320,AIRBUS A320,DELTA AIR LINES INC.
1732,2025-12-31,20251231+DL+1732,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->DAB,ATL,DAB,CANCELLED,Cancelled,RDU,RALEIGH/DURHAM INTERNATIONAL AIRPORT,RDU,RALEIGH/DURHAM,US,UNITED STATES,35.8753,-78.7819,2025-12-31T11:50:00.000-05:00,2025-12-31T11:50:00.000-05:00,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-31T13:50:00.000-05:00,2025-12-31T13:50:00.000-05:00,2025-12-31T13:50:00.000-05:00,PT2H,0,221,AIRBUS A220-100 PASSENGER,DELTA AIR LINES INC.
